fare_amount,passenger_count,distance_m,pickup_time
2.9,2,331,01
17.0,1,1605,20
10.9,1,3679,18
8.1,2,1932,13
6.9,1,2300,21
15.3,5,4359,17
9.5,2,3350,01
9.5,1,1574,19
17.7,5,6712,08
9.5,1,2360,19
5.0,1,922,00
3.0,2,335,20
6.9,1,1366,15
37.33,1,9109,20
13.3,1,3974,21
12.0,1,2854,14
8.5,1,2092,17
16.5,1,5841,10
10.5,1,3094,07
5.3,1,1700,19
4.1,1,686,09
3.7,1,419,23
4.5,1,837,20
8.9,1,3968,19
9.7,3,3202,10
11.3,1,3996,00
12.0,1,2569,14
20.0,4,4333,21
4.1,1,1367,17
4.9,1,1109,11
6.5,1,1121,19
5.7,2,1009,12
9.7,3,2767,19
17.7,1,8329,08
12.5,1,2333,11
5.5,1,1104,14
28.67,1,9093,18
5.0,1,1226,18
4.9,3,1310,20
12.5,1,5982,03
5.7,1,1903,07
49.15,1,19866,20
8.5,1,1822,13
4.0,2,543,22
11.3,6,1941,14
9.0,1,1709,12
10.1,5,4650,21
11.3,1,4449,01
10.0,1,3079,20
9.0,1,1913,17
8.5,5,1447,15
7.3,1,1835,23
8.9,1,2511,16
15.5,6,3752,20
9.3,1,3247,23
5.5,1,494,19
8.5,1,2479,09
7.7,1,3382,22
8.0,5,1883,23
9.3,1,3630,22
9.0,1,2629,12
4.5,1,870,23
12.0,2,3943,20
7.7,1,1455,08
7.0,1,1445,08
7.7,1,1824,15
11.5,2,2605,22
8.9,1,2024,14
8.1,1,1965,20
10.0,1,3566,02
7.7,2,2540,09
13.3,5,4527,22
5.7,1,871,14
7.7,2,3253,14
10.5,1,3475,16
7.0,1,1199,22
6.6,1,1475,03
10.0,3,4755,02
3.3,4,340,19
22.0,3,3214,18
4.5,5,960,03
6.0,1,1112,16
4.1,1,738,19
10.1,1,2719,03
17.8,2,7685,01
4.9,1,1791,06
7.5,2,2018,00
8.0,5,1581,20
20.1,1,8259,21
8.0,1,2004,15
8.0,1,2609,20
5.0,1,694,12
8.9,2,2654,15
8.5,1,2429,03
17.5,2,7524,02
4.1,1,706,11
6.5,1,1223,09
24.5,1,10206,19
8.5,1,2335,18
7.0,1,721,09
4.5,1,1075,07
5.0,1,732,12
7.0,1,2676,03
4.5,1,738,10
5.3,5,1374,08
6.1,5,1858,21
16.0,1,5077,19
5.7,1,2343,05
5.5,1,1169,02
9.0,1,3119,07
8.1,1,1704,07
5.5,1,1143,10
6.1,1,2040,21
5.3,1,1276,09
13.5,1,4833,20
9.5,2,2097,20
6.9,1,1678,12
6.9,1,2778,18
12.5,1,2438,01
57.33,1,19709,09
4.5,3,617,00
14.1,3,4483,18
6.1,1,1380,01
15.3,2,4643,11
6.9,1,1860,08
8.1,2,2588,08
8.1,5,1966,09
7.5,1,1425,18
4.5,1,838,09
8.1,1,3332,22
3.7,4,391,20
38.9,1,9376,17
5.7,1,1793,23
9.7,1,1980,14
7.5,2,1417,14
12.1,1,3715,08
8.0,1,1872,22
6.1,3,2151,21
57.33,3,19621,10
6.5,3,2150,11
10.1,1,3000,12
4.5,1,1039,22
13.5,1,5831,02
9.0,1,2749,08
7.3,1,3240,09
20.0,1,5655,21
3.0,1,483,07
6.1,1,1998,21
8.0,1,2022,22
7.0,2,865,18
6.5,1,3033,15
34.5,1,9116,12
9.0,1,2022,09
8.5,1,1159,15
7.3,3,2253,01
4.5,1,985,06
9.3,1,3228,23
5.7,1,1200,22
10.0,1,3597,07
6.0,1,879,01
5.3,1,1433,11
4.0,1,723,12
8.5,1,2150,20
5.7,1,1058,12
6.1,1,1353,15
11.7,1,3599,00
3.7,1,684,15
17.0,1,5205,11
7.3,1,1857,21
4.1,1,492,18
12.5,5,5385,17
5.5,1,1810,10
5.3,2,1654,19
8.9,5,1080,14
7.0,1,1471,13
4.0,3,513,20
6.1,1,1615,16
10.9,1,4539,19
16.1,1,7733,01
13.7,1,5821,06
4.9,1,638,12
14.5,1,1894,09
6.5,4,1095,19
5.0,2,1145,18
12.5,5,3415,00
29.3,1,13191,22
11.3,3,5092,22
19.0,1,2025,23
7.3,1,1837,11
11.7,1,2466,08
8.9,1,1710,15
9.0,1,2464,22
12.5,1,4107,22
16.5,1,3935,04
11.5,1,3678,21
6.1,1,1372,13
6.2,1,1049,21
8.0,1,2171,21
8.1,1,2566,21
12.5,1,3414,10
11.3,1,4827,08
9.5,1,3402,07
20.5,5,8034,00
6.5,1,1402,14
39.3,1,8020,09
6.5,1,2152,14
8.0,1,2285,21
5.7,1,1937,17
10.5,1,1621,14
26.67,1,8373,09
6.5,1,1247,15
5.3,5,1112,15
4.9,3,1358,08
6.1,1,2151,22
8.1,4,2137,17
5.0,1,1111,10
6.1,1,588,17
7.0,1,1344,13
19.0,1,6979,17
5.3,1,1166,18
10.1,2,1689,20
9.3,1,2341,17
34.5,1,12711,12
17.5,1,4866,20
6.9,1,2127,09
5.5,1,1209,09
4.5,1,1237,01
5.4,1,1597,21
7.0,1,1727,10
14.5,2,3302,13
8.5,1,2633,19
3.7,1,995,05
7.0,1,2026,23
22.9,1,4744,17
11.0,1,2762,13
11.3,2,4123,01
7.7,1,1985,11
5.5,1,1435,21
10.5,1,2783,19
4.0,1,748,21
8.1,2,658,14
7.5,1,1719,16
3.5,2,842,03
9.7,2,2862,01
9.5,2,1846,14
10.5,3,1824,00
4.5,1,596,07
8.5,2,2180,23
15.7,1,5110,19
11.7,1,4271,19
11.0,1,2525,22
5.0,5,1168,21
9.0,1,1479,20
10.5,5,2280,21
9.0,1,1383,15
6.5,2,1111,17
8.5,5,3766,02
12.5,1,4654,18
5.5,1,748,17
6.5,1,1720,00
6.9,1,1769,17
9.0,1,2431,10
8.1,1,2356,10
37.3,1,14099,22
28.67,1,10861,19
6.5,1,622,12
10.5,1,4303,09
57.33,2,22048,16
4.5,1,1496,22
12.0,1,1668,18
3.7,1,1033,08
9.0,1,1627,08
4.5,3,1250,14
10.7,1,2611,18
7.0,6,1237,22
9.0,1,2008,18
7.5,3,1045,13
29.47,1,9017,20
9.0,1,2295,02
6.9,1,2968,06
12.5,2,4246,00
16.5,1,6429,07
6.5,1,1240,11
7.7,2,2348,21
7.3,5,2829,01
9.0,1,1999,21
9.0,1,3633,19
4.5,4,788,19
5.5,1,1443,03
57.54,5,22512,09
6.0,5,974,03
9.3,1,1628,10
4.5,6,1010,02
7.3,1,2234,11
9.5,1,3183,20
14.0,1,2623,11
14.5,1,4053,14
8.9,3,874,17
25.0,1,5314,21
8.9,2,2221,00
13.3,1,3756,17
4.1,1,1083,18
6.5,1,1438,19
6.1,1,1445,08
6.5,1,1287,17
15.0,2,3931,22
4.1,1,940,12
12.9,1,4428,13
12.5,1,2033,15
8.1,1,2827,00
10.1,1,3778,07
7.5,3,1432,18
8.0,1,3211,02
10.9,2,2984,19
14.0,1,5428,20
6.9,3,2868,01
7.7,2,3687,02
3.7,4,402,01
6.5,1,1233,02
14.0,1,3255,11
4.9,1,1182,16
7.3,5,1338,13
9.5,1,1594,14
10.5,1,2154,12
5.0,1,1162,14
8.1,1,1720,07
8.5,1,2219,09
11.5,1,2011,12
6.5,1,1813,18
6.9,1,2379,15
10.5,1,3107,14
10.9,2,3923,19
11.0,1,2935,10
8.5,1,3473,07
46.9,2,22320,23
30.83,1,9214,11
25.5,2,5310,19
4.5,1,963,22
26.5,1,9816,00
4.0,5,595,13
6.9,1,1650,23
13.0,5,1608,10
11.7,5,5531,19
11.5,1,3106,22
16.0,1,3908,18
9.3,2,3326,23
5.7,1,1588,21
7.5,1,1641,21
4.5,2,804,19
7.5,1,1458,10
8.1,1,2200,21
11.7,3,4915,02
5.5,3,1853,17
8.5,1,2056,09
4.5,2,958,20
56.5,1,6330,20
7.3,1,1967,20
5.5,1,530,20
26.0,1,6112,13
8.5,2,1485,16
8.5,1,2137,16
8.1,1,2574,21
7.5,1,1943,03
32.5,1,8621,20
5.3,1,1393,20
9.3,1,2469,14
6.9,1,2519,10
5.5,2,1399,00
16.5,1,5851,12
26.1,2,9858,12
4.0,1,676,12
4.5,1,733,14
23.5,1,7867,20
15.7,3,5606,13
5.0,1,702,22
13.3,1,5067,10
20.5,1,6644,23
54.83,1,21429,06
8.9,6,2221,13
6.9,3,2173,12
7.3,5,1775,12
24.5,1,7700,19
12.5,1,5614,09
10.5,1,2940,22
15.3,1,3685,13
7.5,1,2429,07
11.5,1,2757,19
12.9,1,5209,08
11.7,1,4450,14
5.0,1,760,04
10.9,2,3777,13
8.5,2,3182,20
9.5,1,2878,19
4.5,1,751,18
12.0,3,3674,23
11.5,3,3955,20
5.3,1,1045,23
9.0,4,1930,21
14.0,1,3405,11
6.5,1,1850,22
14.5,1,5508,09
8.5,2,1671,14
10.9,5,2555,12
6.0,1,1255,14
5.3,2,966,06
9.5,1,1536,09
5.3,6,769,19
6.9,1,1037,11
13.5,2,4414,14
6.1,1,2032,18
5.3,2,1130,00
5.5,1,1229,03
16.5,1,5941,22
5.7,1,1271,11
7.3,1,1822,13
12.5,1,2941,10
8.1,1,3534,00
10.5,1,2593,22
52.0,1,19609,00
13.7,1,4897,19
22.5,2,4766,11
13.0,1,4340,20
9.5,1,2604,11
45.04,1,10423,11
10.9,1,3608,08
10.0,1,2926,18
14.1,2,5971,21
11.0,1,2897,18
15.0,1,3328,15
9.5,1,2505,20
10.9,1,4262,20
5.0,2,742,12
12.5,6,5105,10
5.3,4,1219,02
35.33,1,8302,10
17.5,1,5378,09
11.3,1,4348,07
11.3,1,3322,13
26.0,1,9857,00
12.5,1,3248,13
15.3,1,4494,18
5.7,1,1603,15
10.9,1,2437,16
6.9,1,1435,09
9.0,1,1713,13
33.47,1,11230,20
14.5,1,5962,06
15.7,1,3426,20
8.0,1,1549,12
8.0,1,1669,11
8.5,1,2881,13
4.9,1,652,06
10.1,1,3534,19
7.0,5,1205,00
7.3,1,2855,14
9.0,1,2987,00
19.0,1,5206,14
14.1,6,3392,18
6.5,1,1168,21
10.0,1,2720,14
7.0,1,1536,09
14.0,1,3705,19
6.5,5,2307,17
56.8,1,18947,17
21.3,1,7624,02
10.0,1,2458,09
12.1,1,3398,08
6.0,1,867,11
5.7,1,1315,13
12.5,5,1423,15
16.9,4,5354,12
20.5,1,7294,17
4.1,5,698,12
6.0,1,1237,21
5.7,1,1669,07
7.0,1,1299,12
27.0,1,10098,01
8.0,3,1209,13
6.0,1,1146,18
10.0,1,2707,11
5.5,5,848,16
5.3,3,1186,18
5.5,1,595,08
4.5,1,1062,20
6.0,1,631,14
6.5,1,1520,15
5.5,4,1683,21
5.5,3,1496,02
30.67,1,8731,12
5.7,3,1650,13
27.0,1,7202,14
18.0,1,5865,20
40.0,1,15848,15
3.7,1,536,08
8.1,1,3050,21
5.7,1,1068,11
17.3,5,7915,16
6.1,2,1097,17
8.5,2,2307,21
16.5,2,5634,01
56.5,1,19444,22
8.9,2,2291,18
6.5,1,1831,08
10.5,1,4547,09
14.0,1,4799,11
11.5,1,2892,00
16.5,3,5881,00
15.7,1,2714,09
8.5,1,3063,18
9.5,1,3200,21
9.8,1,3530,20
18.5,1,8909,23
34.0,1,10421,10
7.3,1,1761,18
5.5,1,1133,17
4.0,2,523,08
3.7,1,726,19
5.0,3,912,15
4.1,5,804,13
8.5,2,1576,15
8.5,1,1619,19
11.7,3,1718,08
6.0,2,1126,11
4.5,1,815,10
12.5,1,4972,21
9.5,1,2658,16
12.5,1,3349,12
6.5,3,1459,15
6.5,1,1485,05
5.0,1,542,08
14.5,2,3603,14
10.5,1,3942,00
12.1,1,4172,06
8.5,1,2770,09
6.5,1,2032,00
8.0,1,2668,17
7.3,2,1198,15
9.5,1,3138,11
5.3,1,1261,15
6.0,5,1054,12
12.9,1,5369,17
30.5,1,11070,23
16.0,4,4961,12
4.0,2,392,08
4.5,1,1034,10
23.0,1,7880,01
3.7,1,1218,19
10.5,5,2558,15
5.3,3,1342,04
5.3,5,1543,15
3.7,1,955,07
7.7,5,2012,17
4.1,1,789,01
5.5,1,1001,08
10.0,3,2202,22
7.5,1,1768,07
7.3,1,1593,08
10.5,3,2943,00
21.5,1,3783,19
8.1,1,1704,10
9.7,1,3878,17
6.1,2,2153,05
8.0,1,1470,12
12.9,1,2638,23
9.0,1,2188,18
22.1,1,8883,11
8.5,1,1995,14
16.0,1,2942,23
3.7,1,652,07
3.7,5,891,16
6.9,2,1836,12
4.5,5,1373,14
6.5,1,1582,20
11.3,1,3917,11
19.0,1,3758,04
40.5,1,8593,14
8.1,3,2674,20
7.5,1,1079,09
14.5,1,4216,08
4.1,1,762,21
9.3,5,2100,14
8.5,4,2507,22
6.9,5,1298,19
13.0,1,3421,10
6.9,4,1777,20
6.1,1,1227,11
3.7,1,937,23
6.1,2,813,16
12.9,1,5392,20
18.5,1,4064,12
9.0,1,1993,08
9.7,1,3440,22
11.3,1,1511,18
7.7,1,3248,06
6.5,1,2117,18
9.0,1,2559,03
12.0,1,4281,21
4.0,1,646,13
7.0,1,1610,04
10.0,2,1736,10
5.3,1,1603,14
11.5,1,1885,08
8.0,5,1334,19
12.5,1,6048,01
34.1,1,12029,13
10.9,1,2688,21
12.1,1,3484,20
8.5,1,2964,12
14.9,2,6495,07
8.5,1,2252,02
11.5,2,3451,19
4.5,2,575,10
9.5,5,1623,22
5.5,1,2069,23
15.7,1,4007,10
9.3,5,3158,21
6.9,5,1799,23
13.5,5,4713,22
12.5,4,3142,11
6.1,1,2107,20
29.07,1,11709,12
5.3,1,1325,18
14.9,4,3993,12
22.5,1,9899,20
7.7,4,1785,14
6.5,2,2206,14
7.3,3,2932,18
8.1,1,3563,19
5.7,1,1618,23
4.5,2,901,15
16.5,1,4161,11
6.9,1,1380,17
27.7,1,12303,15
4.1,1,1360,16
12.0,1,1253,17
3.5,1,374,08
6.5,1,1743,07
8.5,5,3698,08
17.7,1,7294,21
5.7,1,697,16
25.7,2,8687,21
9.3,1,2634,23
4.9,2,1625,17
5.7,1,1017,15
6.1,1,997,09
6.5,1,1453,10
7.7,1,1826,19
9.4,3,3655,20
15.3,1,3966,16
9.0,1,2539,17
5.7,1,2737,22
14.9,1,5629,11
8.1,1,2794,22
7.3,2,1700,16
9.5,1,1258,14
4.5,2,1453,21
9.7,1,2863,02
20.1,1,7909,20
7.3,2,1198,21
9.3,2,3236,21
9.5,6,1728,09
6.9,2,2632,20
13.7,1,5557,17
8.5,1,3754,20
10.0,1,2830,11
14.1,1,5408,10
20.5,2,6234,22
15.3,1,6770,02
5.5,1,866,13
6.0,1,1231,20
9.0,1,2338,20
7.5,2,1006,20
8.9,3,2681,00
9.7,5,1456,18
5.7,2,1338,20
6.1,2,1793,17
3.5,1,484,18
6.0,1,1161,15
8.9,1,3720,00
14.0,3,4289,22
5.3,1,2034,19
33.83,1,8725,11
11.3,1,3687,17
10.1,3,3398,01
5.0,1,814,23
12.5,2,2530,14
6.5,1,1280,09
7.3,1,2463,10
5.5,2,926,12
5.7,1,1893,07
13.3,1,1355,09
20.0,5,3802,23
4.5,1,1193,10
24.5,1,5968,12
4.1,1,765,17
6.9,1,2436,14
6.9,1,1722,23
7.3,4,1808,21
13.3,2,4010,23
5.3,2,1055,12
11.7,1,4256,08
13.0,2,3601,00
8.0,1,1944,22
14.5,1,3590,09
10.9,1,2968,18
10.5,1,3441,09
10.5,5,2742,17
6.0,6,1368,07
7.0,1,861,22
5.0,1,662,23
6.9,2,1886,18
10.5,2,2248,09
12.5,2,3134,16
14.1,1,4744,19
10.9,1,4098,16
11.0,1,984,08
45.0,1,20483,19
5.7,1,1031,11
4.5,1,974,19
15.5,1,3396,10
7.0,2,1579,07
7.3,1,1690,19
14.0,1,4177,15
4.5,1,1106,08
30.83,2,11720,12
14.5,1,3127,12
12.0,2,3617,03
5.8,1,1273,20
12.0,1,2592,08
5.7,5,1307,08
8.1,2,1298,18
15.5,3,5090,19
5.7,3,1819,13
7.5,1,1960,20
3.0,1,467,18
57.33,1,19812,14
18.1,2,8880,06
9.3,1,1413,13
11.0,1,2425,09
10.5,1,3761,23
6.5,1,1453,02
10.5,1,4642,07
19.5,1,5687,12
18.1,2,7491,12
10.5,1,2009,20
9.3,2,3838,00
5.7,1,1041,00
8.0,1,1567,17
12.1,1,5588,06
4.5,1,640,17
6.0,1,1633,07
4.1,1,574,20
6.9,2,1805,11
15.7,1,6349,09
12.5,1,4235,23
42.0,2,14268,20
4.9,1,962,20
6.5,1,1719,01
57.33,1,22128,14
6.5,1,1756,07
17.5,1,3888,04
15.7,3,7600,23
25.47,1,6966,08
16.1,2,5802,17
5.3,2,1063,11
6.9,1,2906,19
4.1,1,814,17
7.7,1,3188,20
7.0,1,2095,00
9.0,1,2553,16
5.0,2,552,21
4.0,1,621,08
10.5,1,2980,15
7.5,1,1765,23
20.5,5,8637,23
14.5,1,2268,14
5.3,2,652,18
17.0,1,4334,12
4.0,1,612,03
8.0,1,1575,14
5.7,1,637,17
16.5,1,5970,21
7.7,5,3161,17
5.7,1,1844,20
4.9,1,1104,23
7.3,2,2317,21
5.0,2,943,21
14.1,2,6749,01
4.5,1,847,15
20.0,1,8021,00
10.0,1,3751,06
6.5,5,1694,00
7.3,1,2284,20
12.5,1,4975,09
4.5,1,1839,02
8.9,1,938,09
23.3,1,7886,04
5.5,1,790,22
4.0,3,583,07
11.0,1,2967,07
4.9,3,1466,21
6.5,2,1439,20
6.9,1,2384,06
16.9,1,4837,03
4.1,1,840,20
30.5,2,9162,13
14.9,1,4617,07
6.1,1,1868,03
5.5,1,735,17
4.9,1,1320,19
11.7,1,3831,09
16.0,1,4932,09
8.0,1,2997,03
6.9,1,2131,17
5.7,2,1139,19
5.5,1,742,20
4.1,1,606,07
4.0,2,613,20
7.7,1,2515,12
10.5,1,4231,21
26.1,1,9829,06
6.1,1,2796,22
10.0,1,2977,09
4.1,1,643,08
17.5,3,8154,06
8.1,5,3364,21
28.5,1,7901,18
42.83,6,13161,08
8.1,2,2160,23
11.3,1,4774,11
7.5,2,2260,00
70.33,1,26906,10
7.5,2,2844,22
6.9,1,1286,13
15.5,1,5996,22
5.5,1,664,13
9.7,1,4167,01
34.27,5,10446,13
3.7,5,758,20
5.3,1,2227,16
8.1,1,1693,09
4.5,1,993,19
6.1,3,1174,21
3.8,3,745,23
8.1,3,2125,18
5.7,1,1002,15
6.5,1,1313,09
6.5,1,2731,16
5.7,2,1356,22
6.9,1,1560,15
34.3,2,10644,06
6.9,5,787,16
13.3,1,5024,19
5.5,5,1286,21
17.7,1,6123,21
7.7,1,1929,08
8.1,2,2258,13
20.5,1,5380,00
6.1,4,1661,09
8.5,1,2770,21
14.0,1,2618,19
11.3,1,4636,16
4.5,1,1119,08
18.5,1,7294,01
3.5,1,742,05
10.0,1,2813,20
6.5,1,1748,05
3.7,4,916,22
8.1,1,2356,18
21.5,1,7139,19
6.9,1,2366,13
16.1,1,6399,00
5.3,1,1081,16
11.3,5,5339,06
4.5,1,929,22
9.0,1,2177,19
9.7,1,4418,18
9.7,1,2337,18
8.5,1,2133,19
10.1,2,2885,12
6.5,1,2013,19
4.5,2,706,20
7.7,1,2046,08
14.5,1,2594,11
22.1,2,7934,10
11.7,3,4613,01
11.5,2,2541,12
14.5,1,5778,20
26.5,1,4741,17
5.3,1,985,14
6.1,2,2109,18
11.7,1,4869,19
7.5,1,1155,15
57.33,1,22251,11
15.0,1,3629,12
6.9,1,2032,18
8.5,1,2137,00
7.7,1,1686,14
5.5,2,2194,06
6.9,1,2652,10
8.0,1,2710,23
3.7,2,737,15
6.1,2,1814,15
27.450000000000006,5,10650,17
32.83,1,8424,06
7.3,2,1562,20
4.9,5,457,13
12.5,1,2780,09
7.5,2,1110,08
7.5,1,1625,10
9.3,1,2590,08
12.1,2,3974,23
15.3,1,4074,10
9.7,1,1855,23
5.3,1,1573,22
5.7,2,2021,17
9.7,1,4837,06
9.5,1,3175,07
7.3,2,2068,11
15.5,1,5366,12
4.1,5,1090,14
4.1,1,440,20
4.1,1,818,15
4.5,1,981,08
9.0,2,1183,00
8.5,3,2657,13
7.3,1,1730,17
7.3,2,2593,22
42.1,1,19475,05
8.1,1,2752,13
10.0,1,1069,14
10.5,1,3209,21
4.5,1,1077,14
8.9,3,1672,15
15.0,6,3935,19
9.3,1,2320,14
9.5,1,1912,09
9.0,1,1701,16
14.9,1,5268,03
6.9,1,1899,20
9.3,1,2574,14
11.3,1,2875,18
7.3,1,2159,00
9.3,4,1380,11
6.0,1,1006,10
9.0,1,2308,01
5.7,5,2008,23
57.33,1,22839,14
23.3,1,8800,10
7.5,1,1530,18
14.9,1,5918,18
9.7,5,2997,00
7.7,1,764,14
6.9,1,3002,11
7.5,1,2234,11
19.0,1,6800,12
10.5,1,1129,09
5.0,2,1668,00
3.3,1,698,14
49.8,1,17060,19
13.7,1,5892,16
7.7,5,2548,14
6.5,5,2135,19
8.9,1,2570,17
7.5,1,1506,19
4.5,1,822,14
11.7,1,4160,20
5.7,5,1022,17
6.5,1,1888,20
21.0,2,5299,12
6.9,1,1222,22
14.0,1,4762,03
8.5,1,2775,04
11.7,1,3612,02
19.5,1,5443,12
19.0,5,4458,19
6.1,1,1729,22
6.5,1,2346,13
6.9,1,2317,07
10.5,2,4262,00
6.0,2,1710,05
5.0,1,906,23
8.5,1,2227,18
34.27,1,9310,07
6.0,6,1061,22
32.8,1,10032,10
4.1,1,756,13
9.5,1,1303,17
11.0,1,2979,00
27.0,1,8401,09
4.5,1,950,02
12.1,1,5053,13
6.5,1,1554,21
6.1,1,1992,07
9.0,1,971,11
9.3,1,3723,21
11.5,5,2003,09
19.0,1,2785,09
12.1,1,3443,11
6.1,1,1243,07
6.5,1,1030,19
23.5,1,5524,00
6.0,1,1107,08
5.7,1,970,10
16.0,1,5332,21
12.0,1,3752,12
11.0,1,2947,07
10.1,2,3843,21
8.0,1,2134,11
18.0,2,6908,20
6.0,1,1396,11
5.5,1,1433,06
10.1,1,4218,18
10.1,5,5030,22
10.9,2,3319,17
12.0,1,1716,13
8.9,2,3702,00
11.7,1,4587,17
4.1,1,1035,18
6.1,1,1091,08
17.3,1,2264,12
5.3,2,1701,11
9.3,1,3344,07
14.5,5,3001,18
3.7,1,600,12
16.3,1,3706,16
5.7,1,1973,08
4.9,1,1333,13
4.5,1,938,04
9.5,2,3250,18
4.1,1,682,22
4.5,1,929,17
10.0,1,1941,12
10.5,1,1898,15
6.5,6,2495,06
19.7,2,7873,20
6.5,1,1815,21
14.0,1,4968,09
7.3,1,2370,06
9.5,1,2905,19
13.0,1,2810,07
10.9,1,1983,14
12.0,1,2811,19
9.3,1,1752,14
6.1,2,2004,18
7.7,5,2140,07
8.0,1,2033,21
8.1,1,2183,22
8.5,1,2516,21
6.5,1,1819,11
6.1,1,1548,17
9.0,1,2209,17
18.5,5,7394,22
6.1,2,1369,17
5.5,1,1758,22
6.1,1,1546,12
13.0,1,3913,19
6.1,1,768,10
13.3,1,2233,00
8.5,1,2709,07
23.0,2,9058,14
8.5,3,1377,13
5.3,2,997,00
5.3,1,1306,20
12.5,2,3844,19
10.0,6,1202,19
10.5,3,2770,18
4.5,2,1123,15
12.0,5,2466,10
4.9,1,782,19
8.5,2,2334,21
7.5,1,1622,20
17.3,1,8323,22
10.0,1,2106,19
8.1,2,2343,12
49.8,2,21311,11
6.5,1,1369,10
8.6,1,2057,00
9.3,2,1232,09
8.1,1,2400,16
10.0,1,4478,21
42.5,1,15585,20
19.0,6,4440,18
4.1,1,1297,23
7.0,6,1012,14
8.9,1,2886,17
11.5,1,2399,11
9.1,1,2304,20
6.0,1,800,10
10.5,5,3185,08
4.1,1,796,08
10.0,1,2617,22
5.7,1,1180,17
18.0,2,3848,15
36.5,1,14428,10
5.0,1,532,06
9.0,1,3012,15
10.0,1,3119,07
9.5,3,1154,11
16.900000000000002,1,5799,15
9.3,1,4650,20
12.5,1,1452,17
5.7,2,1655,13
7.0,1,1026,19
6.6,1,1216,20
12.1,1,5129,23
7.5,1,1265,18
16.5,2,5700,12
6.1,1,884,12
4.9,1,984,22
17.7,1,7134,08
13.7,1,5588,14
4.5,1,808,06
13.0,1,4403,07
20.0,1,5823,08
10.5,3,4693,01
12.9,5,3797,17
9.0,1,1963,15
5.0,1,1058,17
33.33,1,7737,20
57.33,2,19970,04
11.5,6,2744,12
5.3,1,969,16
3.7,5,646,13
13.5,5,4850,13
8.5,3,1254,14
10.1,1,3586,22
8.1,2,3056,10
11.0,6,2396,16
7.0,1,1458,17
7.3,1,2146,16
9.7,1,2256,15
7.0,1,1351,21
6.5,1,1631,07
5.5,1,1367,13
4.5,2,664,16
15.3,1,3672,19
11.5,1,3238,18
14.5,1,2090,09
6.5,1,1152,12
3.7,1,521,15
10.5,1,3842,08
4.5,1,1023,20
3.7,1,1066,14
49.8,1,21657,12
3.5,2,609,10
14.0,1,2111,20
5.3,1,1204,20
26.1,2,12065,08
10.9,1,3424,09
16.5,2,6914,18
15.3,1,6739,23
8.1,6,3616,21
10.9,5,3441,13
4.9,1,1717,14
7.3,1,2482,11
6.9,1,2586,10
6.5,4,984,23
5.5,1,793,21
6.5,1,1514,12
27.47,1,7681,10
6.5,5,732,16
6.9,1,2628,17
17.0,1,5618,17
6.9,1,1508,23
16.0,1,5999,07
9.0,1,2289,22
6.5,1,870,11
16.5,6,2520,08
15.0,1,3478,09
10.5,5,1295,16
6.9,1,1765,22
8.5,1,2662,13
4.5,1,756,12
6.1,1,1636,22
5.3,1,1551,18
12.0,1,3178,14
11.5,1,4787,21
9.3,1,2990,15
14.5,2,4945,10
17.5,2,5671,22
7.0,1,1088,15
24.9,1,9222,19
5.0,1,1025,16
8.5,1,1213,15
4.5,1,1394,13
16.1,2,5281,22
6.0,2,1193,19
6.1,1,743,15
12.0,2,4579,23
6.5,1,1634,08
9.5,6,2538,13
31.5,1,14968,21
5.5,2,839,18
4.9,1,1052,14
7.7,1,3304,23
22.0,1,6048,20
4.5,1,1191,20
4.5,1,908,12
11.0,1,2949,14
16.5,2,4367,18
10.5,1,3534,20
6.5,1,1102,09
4.5,2,879,15
24.5,5,11293,02
6.5,1,1616,19
27.87,3,9100,15
7.5,1,3128,00
8.5,1,1171,12
9.0,1,1171,23
20.5,1,5352,09
4.1,1,690,08
12.1,1,2782,07
9.5,1,4475,04
9.5,1,2491,21
14.1,5,4188,10
6.5,1,1813,23
5.0,1,838,02
9.7,2,3624,04
8.5,4,1915,22
10.5,1,2991,11
8.5,1,1259,12
9.5,1,1915,08
16.5,5,7448,15
9.0,2,749,10
5.3,5,551,13
12.5,1,2256,13
11.3,1,3532,07
14.1,5,5282,03
4.5,1,1132,02
16.1,1,5370,10
9.0,1,2828,07
8.9,2,4139,13
7.7,2,1458,00
31.7,1,12008,23
9.7,1,2777,20
9.0,1,1159,15
5.0,1,840,01
10.5,1,2832,22
8.5,1,2071,13
10.9,1,3652,08
6.5,4,1360,18
3.5,5,521,08
10.5,1,2697,18
10.5,2,1303,13
6.9,1,1791,21
6.5,1,1087,18
11.7,1,5503,22
6.5,1,1193,10
17.3,5,7591,04
6.5,1,1821,23
8.1,1,1633,12
5.3,1,1684,00
18.0,1,8174,01
6.0,1,1840,19
3.3,1,520,19
7.5,2,2669,00
10.9,2,3100,18
49.15,1,21108,20
5.7,1,1324,01
6.1,1,1377,13
9.3,3,1942,10
6.0,2,1808,22
13.0,1,3399,18
8.9,1,2727,12
6.5,1,1847,07
10.1,5,2253,16
12.5,2,1568,16
6.9,1,2520,19
6.5,1,1027,21
5.0,1,774,22
10.9,1,3656,13
8.5,1,3129,23
59.75,1,6093,21
9.7,1,4180,11
6.0,1,1470,21
8.5,4,2279,12
9.0,2,2747,07
8.5,4,2855,01
8.5,4,1926,02
9.0,6,1855,21
13.7,1,6297,19
49.8,5,23772,08
5.3,5,1143,13
3.3,2,867,16
